location,zh_cn,en
site/app/pages/components/input/api.js,禁用输入框,Disable the input and prevent it interactions.
site/app/pages/components/input/api.js,启用该字段的计数器并设置最大长度,Enable the counter for the field and set a maxlength
site/app/pages/components/input/api.js,启用该字段的计数器。当您只需要一个计数器而不设置最大长度时，这很有用。设置最大长度后，如果不想显示计数器，请将此属性设置为 false,"Enable the counter for the field. This is useful when you want only a counter without setting a maxlength. After setting a maxlength, in case if you do not want to display the counter, set this prop to false"
site/app/pages/components/input/api.js,文本发生变化时的事件，等价于原生 input 标签的 input 事件。,"The event when the text changes, equivalent to the input event of the native input tag."
site/app/pages/components/input/api.js,绑定到文本框的值,Value bind to textarea.
site/app/pages/components/input/api.js,文本框随录入文本自动增加高度,Enable the textarea autogrow with content.
site/app/pages/components/input/api.js,文本发生变化时的事件，等价于原生 textarea 标签的 input 事件。,"The event when the text changes, equivalent to the input event of the native textarea tag."
site/app/pages/components/input/examples/text.html,初始值,Initial Value
site/app/pages/components/input/examples/text.html,初始值（只读）,Initial Value (Readonly)
site/app/pages/components/input/examples/text.html,请在此处输入！,Type here...
site/app/pages/components/input/examples/text.html,这是一些辅助说明的文字,Some helper text
site/app/pages/components/input/examples/text.html,使用标签,Label
site/app/pages/components/input/examples/text.html,可读性更高的占位信息,A nice placeholder
site/app/pages/components/input/examples/text.html,内联样式,Inline
site/app/pages/components/input/examples/text.html,输入数字,Number
site/app/pages/components/input/examples/text.html,可换行长文本,Textarea
site/app/pages/components/input/examples/text.html,随文本内容自动适应高度,Autogrow textarea
site/app/pages/components/input/examples/text.html,禁用状态,Disabled
site/app/pages/components/input/index.html,文本框允许用户通常在表单内部输入，编辑和选择文本。可以用在包括对话框和搜索等场景。,"Text fields allow users to input, edit and select text typically inside forms. But they can appear in other places as well like dialog boxes and search."
site/app/pages/components/input/index.html,典型的输入型组件都需要被包裹在表单项 <code>md-field</code> 组件里搭配使用，包括 <code>md-input</code>、<code>md-textarea</code> 和 <code>md-select</code>。,"form fields work with a <code>md-field</code> wrapped around an input component, that can be <code>md-input</code>, <code>md-textarea</code> or even a <code>md-select</code>."
site/app/pages/components/input/index.html,文本输入,Input & Textarea
site/app/pages/components/input/index.html,表单项组件支持和原生 html5 相兼容的属性，并支持更多额外属性。,"Fields mimic the HTML5 attributes to keep the same compatibility with native inputs, but has extra options. This allows Vue Material to accordingly setup the various <code>md-field</code> with its corresponding input options."
site/app/pages/components/input/index.html,可以在 <code>md-input</code> 和 <code>md-textarea</code> 上设置和原生标签一致的属性，例如：,You will be able to set the same properties of a regular <code>input</code> element on <code>md-input</code>. This is also valid for <code>textarea</code> and <code>select</code>. Take a look:
site/app/pages/components/input/index.html,错误提示,Errors and Messages
site/app/pages/components/input/index.html,文本框可以添加验证状态以显示错误消息。,You can add validation states to show error messages. 
site/app/pages/components/input/index.html,字符计数,Character count
site/app/pages/components/input/index.html,可以在需要限制用户输入的地方使用字符计数器，例如新浪微博最多允许 140 个字符。,"You can use character counters where you need to limit the user input, like on Twitter's 280 character tweet:"
site/app/pages/components/input/index.html,图标,Icons
site/app/pages/components/input/index.html,可以为文本框添加图标来区分其内容代表的含义：,Sometimes we may want to differentiate our inputs based on it content value:
site/app/pages/components/input/index.html,内部动作,Inline Actions
site/app/pages/components/input/index.html,输入框可以具有可清除的功能，以使用户更容易清除值。为了更好地使用密码，我们可以显示一个切换按钮来显示密码。这对于移动应用程序确实非常有用：,Fields can have a clearable feature to make it easier for users to clear the value. To use passwords better we can show a toggle button to reveal the password. This is really useful for mobile applications:
site/app/pages/components/input/index.html,前缀和后缀,Prefixes & suffixes
site/app/pages/components/input/index.html,前缀和后缀可用于澄清单位或预先添加输入。前缀在文本字段中左对齐，而后缀右对齐。文本框可以同时具有前缀和后缀。,Prefixes and suffixes can be used to clarify units or to add input in advance. Prefixes are left justified in the text field whereas suffixes are right justified. Text fields can have both prefixes and suffixes.
site/app/pages/components/input/index.html,任何原生 <code>input</code> 和 <code>textarea</code> 的属性，都可以被应用到 <code>md-input</code> 和 <code>md-textarea</code> 组件上。,Any <code>input</code> or <code>textarea</code> attributes can be used on <code>md-input</code>/<code>md-textarea</code> respectively.
site/app/pages/components/input/index.html,文本框,Input & Textarea
site/app/pages/components/list/api.js,名称,Name
site/app/pages/components/list/api.js,描述,Description
site/app/pages/components/list/api.js,默认值,Default
site/app/pages/components/list/api.js,如果设置为 true，则一个列表最多只能有一个列表项展开。当展开另一个列表项时，原先展开的列表项将被折叠,"If set true, one expandable list item could be expanded at most at a time. The expanded list item will be collapsed when another is expanded"
site/app/pages/components/list/api.js,使用紧凑型布局,Enables the dense layout
site/app/pages/components/list/api.js,双行列表可以更好地显示有关单个项目的其他信息,The double line lists are good to show additional information about single items
site/app/pages/components/list/api.js,三行列表适合显示项目的全部内容的预览,The three line lists are great for showing a preview of the full content of the item
site/app/pages/components/list/api.js,启用可展开面板,Enables the expansion panel
site/app/pages/components/list/api.js,控制面板的展开和关闭,The prop to show/hide the expansion panel.
site/app/pages/components/list/index.html,列表用于将多个项目垂直连续展示，适合多个相似数据项目的展示。,Lists present multiple line items vertically as a single continuous element and are best suited for similar data types.
site/app/pages/components/list/index.html,列表项可以具有一，二或三行内容，其中可以包含不同的信息。列表在移动和桌面 APP 上都可以适用。,"They can have one, two or three lines of content, with a lot of different contents. Even that the examples on this page may look like that lists can only be used in mobile viewport, you can and should use them in desktop too."
site/app/pages/components/list/index.html,列表项可以具有交互事件，例如单击和鼠标按下事件。同时还可以和 jinge-ui-router 无缝集成。,"List items can have interaction events, like click and mousedown events. They also integrate nicely with jinge-ui-router."
site/app/pages/components/list/index.html,列表,List
site/app/pages/components/list/index.html,单行列表对于导航元素（例如抽屉）确实非常有用。可以向其传递图标，文本和操作。它们的布局也很密集，可以在屏幕上容纳更多项目：,"Single line lists are really great for navigational elements, such as drawers. You can pass a icons, text and actions to them. They have also a dense layout, to accommodate more items on the screen:"
site/app/pages/components/list/index.html,双行列表可以更好地显示了有关单个项目的其他信息：,The double line lists are good to show additional information about single items:
site/app/pages/components/list/index.html,三行列表非常适合显示项目的全部内容的预览。比如，适用于电子邮件列表和其他类似信息：,The three line lists are great for showing a preview of the full content of the item. It's good for email lists and other information like that:
site/app/pages/components/list/index.html,交互响应,List Actions
site/app/pages/components/list/index.html,列表项将根据给定的交互类型，渲染成不同的浏览器 html 标签。,List items will render different tags based on the interaction types given.
site/app/pages/components/list/index.html,如果传递了下面列出的事件之一，则该列表项将被渲染成 <code>&lt;button&gt;</code>：,"If you pass one of those event, the item will automatically render a <code>&lt;button&gt;</code>:"
site/app/pages/components/list/index.html,如果指定了 <code>href</code> 或 <code>to</code> 属性，则该列表项将被渲染成 <code>&lt;a&gt;</code>：,"If you pass a <code>href</code> attribute, the item will automatically render an <code>&lt;a&gt;</code> tag."
site/app/pages/components/list/index.html,所有 <code>ui-sref</code> 组件的可用属性，都可以被使用到列表项上。,All attributes of <code>ui-sref</code> can be simply used here. This will render an <code>&lt;a&gt;</code> tag:
site/app/pages/components/list/index.html,列表接受控件作为主要切换动作。对改善表单布局非常有用：,Lists accept controls as main toggle actions. Really useful to improve form layouts:
site/app/pages/components/list/index.html,列表可以具有可展开面板以显示更多信息：,Lists accept controls as main toggle actions. Really useful to improve form layouts:
site/app/pages/components/menu/api.js,名称,Name
site/app/pages/components/menu/api.js,描述,Description
site/app/pages/components/menu/api.js,默认值,Default
site/app/pages/components/menu/api.js,控制菜单的打开和关闭,Used to show/hide a menu.
site/app/pages/components/menu/api.js,如果此选项为 true，则在菜单外部发生任何单击事件后，菜单将关闭。,"When this options is true, the menu will be closed after any click event."
site/app/pages/components/menu/api.js,如果此选项为 true，则单击 <code>md-menu-item</code>后，菜单将关闭。仅当菜单具有以下事件之一时，此功能才有效：,"When this options is true, the menu will close after a click on a <code>md-menu-item</code>. This will only work if the menu have one of the events below: "
site/app/pages/components/menu/api.js,设置菜单的位置。支持所有 popper.js 的参数。,Set the placement of a menu. Support all options of popper.js.
site/app/pages/components/menu/api.js,设置自定义偏移量。支持数字，或 popper.js 的参数。默认情况下，将相对于触发器计算偏移量。,Set custom offset. Support Number or option of popper.js. By default will use auto calculated offset.
site/app/pages/components/menu/api.js,设置菜单的大小。请参见下面每种尺寸的详细说明。,Sets the size of a menu. See below the detailed description of each size.
site/app/pages/components/menu/api.js,设置小尺寸菜单（112px）,Sets a menu with a small size (112px)
site/app/pages/components/menu/api.js,设置中等大小（168px）的菜单,Sets a menu with a medium size (168px)
site/app/pages/components/menu/api.js,设置大尺寸菜单（224px）,Sets a menu with a big size (224px)
site/app/pages/components/menu/api.js,设置一个巨大的菜单（280px）,Sets a menu with a huge size (280px)
site/app/pages/components/menu/api.js,菜单大小自动适应内容,Sets a menu with a auto size
site/app/pages/components/menu/api.js,参数,Parameters
site/app/pages/components/menu/api.js,菜单打开时触发,Triggered when menu opened.
site/app/pages/components/menu/api.js,菜单关闭时触发,Triggered when menu closed.
site/app/pages/components/menu/index.html,菜单用于弹出一组按钮或其他控件以进行交互。列表通常展示为一个选项列表，每行一个选项，但也可以显示更丰富的内容。,"Menus appear upon interaction with a button, action, or other control. They usually display a list of choices, with one choice per line, but can also show a rich content."
site/app/pages/components/menu/index.html,菜单的底层靠 <code>md-popover</code> 组件以及 <code>popper.js</code> 库驱动。,Menu component is driven by <code>md-popover</code> component and <code>popper.js</code> library.
site/app/pages/components/menu/index.html,弹出位置,Placement
site/app/pages/components/menu/index.html,默认的弹位置是 <code>bottom-start</code>，支持所有 <code>popper.js</code> 的位置（placement）参数。,Default placement is bottom-start. Support all placements of popper.js
site/app/pages/components/menu/index.html,位移,Offset
site/app/pages/components/menu/index.html,"默认情况下，会自动计算菜单的弹出位移。可以通过设置 <code>offset=""0""</code> 来禁用位移，或指定自定义的位移值。","Menu will have auto calculated offset by default. Set <code>offset=""0""</code> to disable offset, or any custom offset value."
site/app/pages/components/menu/index.html,大小,Sizes
site/app/pages/components/menu/index.html,<code>md-menu</code> 可以指定 4 种大小之一，或指定为自动适应内容。,<code>md-menu</code> has 4 different sizes and an auto mode:
site/app/pages/components/menu/index.html,菜单最大宽度为 280px，如果需要更大的宽度，请使用 css 设置。,The max-width of a menu is 280px.
site/app/pages/components/menu/index.html,自动关闭,Auto close
site/app/pages/components/menu/index.html,菜单可以指定为在单击或选择后自动关闭。,<code>md-menu</code> can be auto closed on click or select:
site/app/pages/components/menu/index.html,丰富的信息和对齐,Rich Content and Icon Alignment
site/app/pages/components/menu/index.html,可以动态切换菜单，还可以在 <code> md-menu-content</code> 中显示任意内容，例如此卡片示例：,"Sometimes you may need to toggle your menu dynamically. You can also show arbitrary content inside a <code>md-menu-content</code>, like this card example:"
site/app/pages/components/menu/index.html,菜单,Menu
site/app/pages/components/pagination/api.js,名称,Name
site/app/pages/components/pagination/api.js,描述,Description
site/app/pages/components/pagination/api.js,默认值,Default
site/app/pages/components/pagination/api.js,数据总量。,Set total data count. Used to calculate total page count.
site/app/pages/components/pagination/api.js,每页的数据量。,Set data count of each page. Used to calculate total page count.
site/app/pages/components/pagination/api.js,是否启用每页数量选择器。指定为具体的数组，则使用自定义的选项；指定为 true 使用默认的选项。,"Enable each page size select, use default options or specified options."
site/app/pages/components/pagination/api.js,设置当前页号。页码从 1 开始计数。,Set current page index. Must be greater or equal than 1.
site/app/pages/components/pagination/api.js,设置最大页码导航按钮数量。,Set max pagination navigation item count.
site/app/pages/components/pagination/api.js,启用页码快速跳转功能,Enable quick page index jumper.
site/app/pages/components/pagination/api.js,展示数据总量的提示信息。,Show total data size tip.
site/app/pages/components/pagination/api.js,禁用整个分页组件。,Disable whole pagination.
site/app/pages/components/pagination/api.js,指定正在加载的页码。如果该属性值大于 0，则会禁用整个分页组件，并在正在加载的页码按钮上展示 md-pinner。,Disable whole pagination and show loading spinner when loadingPage is greater than 0.
site/app/pages/components/pagination/api.js,当计算出来的总页码数量小于等于 1 时，隐藏分页组件。,Hide whole pagination when total page is less or equal than 1.
site/app/pages/components/pagination/api.js,参数,Parameters
site/app/pages/components/pagination/api.js,当分页参数（包括当前页码和每页数据量）发生变化时触发。,Triggered when pagination is changed.
site/app/pages/components/pagination/examples/disabled.html,禁用整个分页组件：,Disable whole Pagination:
site/app/pages/components/pagination/examples/disabled.html,提示正在加载某页：,Prompt loading a page:
site/app/pages/components/pagination/examples/full.html,使用默认的每页个数选择器列表：,Use the default list of count per page selectors:
site/app/pages/components/pagination/examples/full.html,使用自定义的每页个数选择器列表：,Use a custom list of count per page selectors:
site/app/pages/components/pagination/index.html,采用分页的形式分隔长列表，每次只加载一个页面。,"Use pagination to separate long lists, loading only one page at a time."
site/app/pages/components/pagination/index.html,基础分页,Basic Paginations
site/app/pages/components/pagination/index.html,基础分页只包括页码按钮。,Basic pagination include only navigation buttons.
site/app/pages/components/pagination/index.html,完整分页,Full Paginations
site/app/pages/components/pagination/index.html,完整分页包括页码按钮、每页个数选择、快速跳转页码以及展示数据总条数功能。每个功能都可以通过参数独立控制是否使用。,"Full pagination includes navigation buttons, number of per page selection, quick page index jumper, and display the total number of data. Each function can be independently controlled by attributes."
site/app/pages/components/pagination/index.html,禁用分页,Disable Pagination
site/app/pages/components/pagination/index.html,有两种情况需要禁用(Disabled)分页，某些需求下需要禁用整个分页，或当正在加载某一页的数据时提示用该页正在加载并且禁用分页以避免重复提交。后者是业务中最常见的情况。为此，提供了 <code>disabled</code> 和 <code>loadingPage</code> 两个参数。请参看<code>表格（Table）</code>组件的示例中，有一个完整的分页组件和表格展示搭配的例子。,"There are two cases where you need to disable pagination. One case is in some situation you need to disable the entire paging. Another case is when loading data for a page, you are prompted to use the page being loaded and disable paging to avoid repeated submissions. The latter is the most common situation in business. To do this, two attributes are provided: <code>disabled</code> and <code>loadingPage</code>. Please see the <code>Table</code> component for an example. There is a complete example of paging components and tables."
site/app/pages/components/pagination/index.html,分页,Pagination
site/app/pages/components/popconfirm/api.js,名称,Name
site/app/pages/components/popconfirm/api.js,描述,Description
site/app/pages/components/popconfirm/api.js,默认值,Default
site/app/pages/components/popconfirm/api.js,文字提示的内容,Content of popconfirm.
site/app/pages/components/popconfirm/api.js,如果指定该属性，会显示错误提示。,"If this attribute is specified, an error message is displayed."
site/app/pages/components/popconfirm/api.js,点击确认按钮后是否隐藏气泡。,Whether to hide the Popconfirm after clicking the confirm button.
site/app/pages/components/popconfirm/api.js,是否进入正在确认的加载状态,Whether to enter the loading state being confirmed.
site/app/pages/components/popconfirm/api.js,同 Popover 组件,Same as <code>md-popover</code>.
site/app/pages/components/popconfirm/api.js,参数,Parameters
site/app/pages/components/popconfirm/api.js,用户点击确认按钮,Triggered when Ok button clicked.
site/app/pages/components/popconfirm/api.js,用户点击取消按钮,Triggered when Cancel button clicked.
site/app/pages/components/popconfirm/examples/simple.html,简单的 Popconfirm：,Simple Popconfirm:
site/app/pages/components/popconfirm/examples/simple.html,删除,Delete
site/app/pages/components/popconfirm/examples/simple.html,您确认要删除 ${some.name} 吗？,Are you sure to delete ${some.name}?
site/app/pages/components/popconfirm/examples/simple.html,配合服务器端 API 接口：,With server-side API interface:
site/app/pages/components/popconfirm/examples/simple.js,未命名,Untitled
site/app/pages/components/popconfirm/examples/simple.js,删除成功！,Delete successful!
site/app/pages/components/popconfirm/index.html,目标元素的操作需要用户进一步的确认时，在目标元素附近弹出浮层提示，询问用户。,"When the operation of the target element requires further confirmation by the user, a floating layer prompt pops up near the target element and asks the user."
site/app/pages/components/popconfirm/index.html,和 DialogConfirm 弹出的全屏居中模态对话框相比，交互形式更轻量。,"Compared with the full-screen centered modal dialog box popped up by DialogConfirm, the interactive form of Popconfirm is more lightweight."
site/app/pages/components/popconfirm/index.html,气泡确认框,Popconfirm
site/app/pages/components/popconfirm/index.html,Popover 组件的所有 API 也可用于 Popconfirm 组件。但部分属性的默认值不同。,All APIs of the Popover component are also available for the Popconfirm component. But some properties have different default values.
site/app/pages/components/popover/api.js,名称,Name
site/app/pages/components/popover/api.js,描述,Description
site/app/pages/components/popover/api.js,默认值,Default
site/app/pages/components/popover/api.js,控制气泡卡片是否展示。外部父组件可通过此属性手动控制。,Controls whether Popover are displayed.
site/app/pages/components/popover/api.js,"气泡卡片的触发方式，包括 click, hover 和 none。如果指定为 none，代表气泡卡片不自动绑定触发元素，完全靠 active 属性控制。","The trigger method of the Popover, including <code>click</code>, <code>hover</code> and <code>none</code>. If it is specified as <code>none</code>, it means that the Popover will not automatically bound to the trigger element, and is completely controlled by the active property."
site/app/pages/components/popover/api.js,卡片在延迟一定的时间后显示，单位为毫秒。,"The Popover displayed after a certain delay, in milliseconds."
site/app/pages/components/popover/api.js,卡片显示时的相对位置，参看 Popper.js 的 placement 概念。,Placement of Popover. See docs of popper.js.
site/app/pages/components/popover/api.js,卡片显示时的偏移量，参看 Popper.js 的 offset 概念。,Offset of Popover. See docs of popper.js.
site/app/pages/components/popover/api.js,附加在卡片的 DOM 上的 html class。,HTML class add to Popover conent element.
site/app/pages/components/popover/api.js,卡片显示和隐藏时的 css 动画。,CSS animation when Popover are shown and hidden.
site/app/pages/components/popover/api.js,点击卡片之外的其它区域时，是否隐藏卡片。,Whether to hide the Popover when outside body is clicked.
site/app/pages/components/popover/api.js,Popper.js 的更多自定义高级配置。,More custom advanced configuration for Popper.js.
site/app/pages/components/popover/api.js,用于控制气泡里面顶部的标题样式。,Specify the title class.
site/app/pages/components/popover/api.js,控制气泡里面中间的内容样式。,Specify the content class.
site/app/pages/components/popover/api.js,控制气泡里面底部的按钮区域样式。,Specify the bottom actions class
site/app/pages/components/popover/api.js,参数,Parameters
site/app/pages/components/popover/api.js,气泡显示或隐藏时的事件,Triggered when Popover show or hide.
site/app/pages/components/popover/examples/simple.html,简单地使用内置 Trigger 触发气泡卡片展示和隐藏：,Simply trigger Popover show and hide:
site/app/pages/components/popover/examples/simple.html,通过父组件里的参数控制气泡的显示和隐藏：,Show and hide the Popover through the attribute passed from the parent component:
site/app/pages/components/popover/index.html,当目标元素有进一步的描述和相关操作时，可以收纳到卡片中，根据用户的操作行为进行展现。点击/鼠标移入元素，弹出气泡式的卡片浮层。,A simple popup menu to provide extra information or operations.The floating card popped by clicking or hovering.
site/app/pages/components/popover/index.html,和 <code>Tooltip</code> 的区别是，用户可以对浮层上的元素进行操作，因此它可以承载更复杂的内容，比如链接或按钮等。,"Comparing with <code>Tooltip</code>, besides information Popover card can also provide action elements like links and buttons."
site/app/pages/components/popover/index.html,气泡卡片,Popover
site/app/pages/components/progress/api.js,名称,Name
site/app/pages/components/progress/api.js,描述,Description
site/app/pages/components/progress/api.js,默认值,Default
site/app/pages/components/progress/api.js,设置进度条的模式。请参见下面每种模式的详细说明。,Set the mode the progress. See below the detailed description of each mode.
site/app/pages/components/progress/api.js,默认模式，与 <code>md-value</code> 属性一起使用。指定 0％ 到 100％ 之间的某个进度。,The default mode. Works along with <code>md-value</code> prop. Apply a 0% to 100% loading bar.
site/app/pages/components/progress/api.js,创建一个不指定具体进度，持续加载状态的进度条,Create a indeterminate loading bar
site/app/pages/components/progress/api.js,创建用于提示正在查询的进度条。在检索大量内容时很有用。,Create a loading bar for queries. Useful when retrieving a lot of contents.
site/app/pages/components/progress/api.js,创建带有缓冲区的进度条，常用于指示视频加载进度。,Create a loading bar with a buffer. Commonly used in videos.
site/app/pages/components/progress/api.js,当前进度的值，支持 0 到 100 的数字。,The current progress amount. From 0 to 100.
site/app/pages/components/progress/api.js,当前缓冲量的值，支持 0 到 100 的数字。,The current buffer amount. From 0 to 100.
site/app/pages/components/progress/index.html,进度条用于应用程序加载内容的视觉提示。,Progress indicators are visual indications of an app loading content.
site/app/pages/components/progress/index.html,针对不同应用程序可能的需要，进度条提供提供了 4 种类型：确定，不确定，查询或缓冲区。,"Progress bars have 4 types for each operation that your application may need: Determinate, Indeterminate, Query or Buffer."
site/app/pages/components/progress/index.html,进度条,Progress Bar
site/app/pages/components/progress/index.html,确定进度条用于指示已完成的百分比。,When indicators are determinate they indicate how long an operation will take when the percentage complete is detectable.
site/app/pages/components/progress/index.html,当无法确定当前已完成的进度，只是提示用户等待正在进行的操作，可以使用不确定进度条。,When indicators are indeterminate they request that the user wait while something finishes when it’s not necessary to indicate how long it will take.
site/app/pages/components/progress/index.html,处理流媒体视频等媒体内容时，我们可以使用进度条在视频上显示缓冲进度指示器。,When dealing with media content like streaming videos we can use progress bars to show the buffering progress indicator on a video.
site/app/pages/components/progress/index.html,当搜索或过滤大量数据时，可以使用查询进度条，以告诉用户正在检索某些内容。,"When searching or filtering a large amount of data, we can show a query progress bar. This will tell the user that some content is being retrieved."
site/app/pages/components/radio/api.js,名称,Name
site/app/pages/components/radio/api.js,描述,Description
site/app/pages/components/radio/api.js,默认值,Default
site/app/pages/components/radio/api.js,点击选中时通过 change 事件向外传递的值,Value emited when radio is checked.
site/app/pages/components/radio/api.js,是否为选中状态,Whether the radio is checked.
site/app/pages/components/radio/api.js,唯一标识,The radio unique id.
site/app/pages/components/radio/api.js,用于标识分组的 name，会传递给原生 input，实现多个 radio 关联,The name used to identify the group will be passed to the native input to implement multiple radio associations.
site/app/pages/components/radio/api.js,参数,Parameters
site/app/pages/components/radio/api.js,选中的值变化时触发,Triggered when selected value changed.
site/app/pages/components/radio/examples/simple-radios.html,描述,Description
site/app/pages/components/radio/examples/simple-radios.html,示例,Example
site/app/pages/components/radio/examples/simple-radios.html,值,Value
site/app/pages/components/radio/examples/simple-radios.html,简单选择项,Simple Radio
site/app/pages/components/radio/examples/simple-radios.html,字符串数组,Array of String
site/app/pages/components/radio/examples/simple-radios.html,Object 数组,Array of Object
site/app/pages/components/radio/examples/simple-radios.js,小葛,Mr. Ge
site/app/pages/components/radio/examples/simple-radios.js,小明,Mr. Ming
site/app/pages/components/radio/examples/simple-radios.js,小王,Ms. Wang
site/app/pages/components/radio/index.html,单选按钮允许用户从一组选项中选择唯一一个选项。如果认为用户需要并排查看所有可用选项，请使用单选按钮进行独占选择。,Radio buttons allow the user to select one option from a set. Use radio buttons for exclusive selection if you think that the user needs to see all available options side-by-side.
site/app/pages/components/radio/index.html,单选项,Radio
site/app/pages/components/radio/index.html,浏览器原生 <code>&lt;input type=&quot;radio&quot;&gt;</code> 标签上可以使用的属性，比如 <strong>name</strong> 和 <strong>required</strong> 等，也可以被应用到 <code>md-radio</code> 组件上。,"All other <code>&lt;input type=&quot;radio&quot;&gt;</code> attributes, such as <strong>name</strong> and <strong>required</strong>, can be used on <code>md-radio</code>."
site/app/pages/components/select/api.js,名称,Name
site/app/pages/components/select/api.js,描述,Description
site/app/pages/components/select/api.js,默认值,Default
site/app/pages/components/select/api.js,绑定到下拉选择组件的值,Value bind to select.
site/app/pages/components/select/api.js,占位提示信息,The select placeholder. Similar to HTML5 placeholder attribute.
site/app/pages/components/select/api.js,指定是否必须选择一项,The select required. Similar to HTML5 required attribute.
site/app/pages/components/select/api.js,唯一标识,The select id. Similar to HTML5 id attribute.
site/app/pages/components/select/api.js,禁用下拉选择组件,Disable the select and prevent it selection.
site/app/pages/components/select/api.js,创建一个带有复选框的多重选择。需要搭配传递 <code>Array</code> 类型的 <code>value</code> 属性。,Create a multi selection with checkboxes inside. Only works with a <code>value</code> with an <code>Array</code> type.
site/app/pages/components/select/api.js,使用紧凑型布局,Enable the dense layout
site/app/pages/components/select/api.js,参数,Parameters
site/app/pages/components/select/api.js,选项发生变化时触发,Triggered when selection changes.
site/app/pages/components/select/api.js,下拉框打开时触发,Triggered when select is opened.
site/app/pages/components/select/api.js,下拉框关闭时触发,Triggered when select is closed.
site/app/pages/components/select/api.js,单个选择项的值。,The option value. This is used to bind to <code>md-select</code> model
site/app/pages/components/select/api.js,禁用单个选择项,Disable the option and prevent it selection.
site/app/pages/components/select/api.js,分组的标签,The group label
site/app/pages/components/select/api.js,禁用分组并阻止选择其中的所有选择项。,Disable the optgroup and prevent the selection of all options inside.
site/app/pages/components/select/index.html,下拉选择可用于在多个选项之间进行选择，可以选择一个或多个选项。组件显示当前状态和向下箭头。,A select picks between multiple options. The select displays the current state and a down arrow. They can have single selection or multiple.
site/app/pages/components/select/index.html,<code>md-select</code> 组件可兼容原生 <code>select</code> 标签的各种属性，包括 <code>required</code> 和 <code>multiple</code> 等。,Select component mimics the HTML5 <code>&lt;select&gt;</code> attributes. This means that you can add attributes like <code>required</code> and <code>multiple</code> and it will react to them to give the best experience.
site/app/pages/components/select/index.html,下拉选择,Select
site/app/pages/components/select/index.html,<code>md-select</code> 需要和 <code>md-option</code> 组件搭配使用，后者提供可能的选择项，且必须指定 <code>value</code> 属性。同时，<code>md-select</code> 组件应该在 <code>md-field</code> 组件内使用。,<code>md-select</code> works along with <code>md-option</code> component to provide the possible selection options. You should use it inside the <code>md-field</code> component.
site/app/pages/components/select/index.html,如果向 <code>md-select</code> 传递的 <code>value</code> 属性是数组，则代表使用多选功能。,"If the <code>value</code> attribute passed to <code>md-select</code> is an array, then multiple selection is used."
site/app/pages/components/select/index.html,可以使用紧凑型布局，以便在屏幕上容纳更多项目：,There is also a dense layout to accommodate more items on the screen:
site/app/pages/components/select/index.html,可以对选择项进行分组，以便于区分不同的数据集：,Selects can have groups to make easy to distinguish different data sets:
site/app/pages/components/select/index.html,可以禁用整个下拉选择组件，也可以禁用单个选择项，或禁用某个分组。通过指定 <code>disabled</code> 属性来实现：,"It is really easy to disable a select, option and even an optgroup. This will prevent them from being selected. Just pass a <code>disabled</code> prop to the desired component:"
site/app/pages/components/snackbar/api.js,名称,Name
site/app/pages/components/snackbar/api.js,描述,Description
site/app/pages/components/snackbar/api.js,默认值,Default
site/app/pages/components/snackbar/api.js,控制消息提示的展示和关闭,Option used to trigger the snackbar visibility.
site/app/pages/components/snackbar/api.js,设置自动关闭消息提示之前的持续时间（以毫秒为单位）。设置为 0 则不自动关闭，需要手动处理。,Sets the duration in milliseconds before close the snackbar.
site/app/pages/components/snackbar/api.js,设置消息提示在屏幕底部的位置,Sets the snackbar position on the bottom of the screen.
site/app/pages/components/snackbar/api.js,设置消息提示位于中心位置,Make the snackbar centered.
site/app/pages/components/snackbar/api.js,设置消息提示位于左侧位置,Make the snackbar left aligned.
site/app/pages/components/snackbar/api.js,参数,Parameters
site/app/pages/components/snackbar/api.js,消息提示打开时触发,Triggered when a snackbar opens.
site/app/pages/components/snackbar/api.js,消息提示关闭时触发,Triggered when a snackbar closes.
site/app/pages/components/snackbar/examples/regular.html,打开消息提示,Open snackbar
site/app/pages/components/snackbar/examples/regular.html,连接超时。巴拉巴拉的错误提示信息...,Connection timeout. Some error message...
site/app/pages/components/snackbar/examples/regular.html,确认,Ok
site/app/pages/components/snackbar/index.html,消息提示组件通过屏幕底部的消息提供有关操作的简短反馈。,Snackbars provide brief feedback about an operation through a message at the bottom of the screen.
site/app/pages/components/snackbar/index.html,它们可以在屏幕上具有自定义的持续时间，也可以是持续的。可以居中或左对齐。,They can have a custom duration on the screen or be persistent. It can be centered or left aligned.
site/app/pages/components/snackbar/index.html,在移动设备上，消息提示将占满整个宽度空间。,On mobile devices the snackbar will fit the whole width space.
site/app/pages/components/snackbar/index.html,持续时间和位置,Duration and position
site/app/pages/components/snackbar/index.html,在 js 代码里调用,Static method
site/app/pages/components/snackbar/index.html,除了直接在 html 模板里使用 <code>md-snackbar</code> 组件外，也可以在 js 代码里直接通过调用 <code>Snackbar.show</code> 来展示消息。,"In addition to using the <code>md-snackbar</code> component directly in the html template, you can also display the message by calling <code>Snackbar.show</code> directly in the js code."
site/app/pages/components/snackbar/index.html,消息提示,Snackbar
site/app/pages/components/spinner/api.js,名称,Name
site/app/pages/components/spinner/api.js,描述,Description
site/app/pages/components/spinner/api.js,默认值,Default
